,,Quarter,Q1,Q1,Q1,Q2,Q2,Q2,Q3,Q3,Q3,Q4
NKSP,Number and Housing Level of Incarcerated Persons,Level IV,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NKSP,Number and Housing Level of Incarcerated Persons,Level VI,,,,,,,,,,
NKSP,Number and Housing Level of Incarcerated Persons,Non Level - Specific Beds,"2,254.00","2,303.00","2,312.00","2,307.00","2,230.00","2,166.00","1,887.00","1,876.00","1,881.00","1,737.00"
NKSP,Number and Housing Level of Incarcerated Persons,Restricted Housing,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,96.00
NKSP,Number and Housing Level of Incarcerated Persons,Total Number of Incarcerated Persons,"3,119.00","3,139.00","3,104.00","3,071.00","3,014.00","2,998.00","2,697.00","2,650.00","2,596.00","2,517.00"
NKSP,Number of Deaths,Missing,,,,,,,1.00,,,
NKSP,Number of Deaths,Unexpected,,,,,,,,,,
NKSP,Overtime Hours,Custody (Overtime),"10,060.33","7,972.43","8,186.47","6,921.10","10,630.26","8,878.07","3,192.81","1,733.01","2,978.98","2,538.80"
NKSP,Overtime Hours,Dental + Mental Health (Overtime),121.50,71.50,95.50,81.00,238.50,90.25,73.50,129.00,116.00,103.00
NKSP,Overtime Hours,Non-Custody (Overtime),"2,154.00","2,033.75","1,976.75","1,435.50",957.25,"1,173.50","1,371.00","1,056.50","1,170.50",989.30
NKSP,Overtime Hours,Total Overtime Hours,"12,335.83","10,077.68","10,258.72","8,437.60","11,826.01","10,141.82","4,637.31","2,918.51","4,265.48","3,631.00"
NKSP,Positions - Authorized and Vacant,Authorized,"1,137.30","1,137.30","1,137.30","1,137.30","1,137.30","1,137.30","1,137.30","1,137.30","1,137.30","1,097.40"
NKSP,Positions - Authorized and Vacant,Vacant,86.90,88.90,85.90,82.90,85.90,95.90,165.30,161.30,211.30,168.40
NKSP,Rehabilitative Programs,Academic Education - Actual Enrollment,332.50,333.60,386.50,374.60,374.50,341.50,354.60,419.25,390.50,354.60
NKSP,Rehabilitative Programs,Academic Education - Operational Capacity,"1,009.00","1,009.00","1,009.00","1,009.00","1,009.00","1,009.00","1,009.00","1,009.00","1,009.00","1,009.00"
NKSP,Rehabilitative Programs,Career Technical Education - Actual Enrollment,25.25,26.00,23.25,24.40,23.50,21.25,23.20,26.50,27.00,23.20
NKSP,Rehabilitative Programs,Career Technical Education - Operational Capacity,27.00,27.00,27.00,27.00,27.00,27.00,27.00,27.00,27.00,27.00
NKSP,Rehabilitative Programs,Cognitive Behavioral Intervention - Sex Offender - Actual Enrollment,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PBSP,Cognitive Behavioral Intervention,Life Skills - Actual Enrollment,99.00,100.40,74.50,41.40,16.00,42.25,67.40,65.25,62.00,60.75
PBSP,Cognitive Behavioral Intervention,Life Skills - Operational Capacity,130.50,124.80,105.00,105.00,51.00,62.50,74.20,73.00,73.00,74.20
PBSP,Cognitive Behavioral Intervention,Outpatient - Actual Enrollment,76.75,81.40,117.75,122.60,129.00,132.50,136.80,151.00,137.25,121.75
PBSP,Cognitive Behavioral Intervention,Outpatient - Operational Capacity,119.25,123.60,138.75,138.20,202.25,175.50,162.60,158.50,160.50,162.60
PBSP,Contraband,Cellular Telephone Seizure Events,,,,2.00,,6.00,,,,4.00
PBSP,Contraband,Fentanyl Seizure Events,,,,,4.00,8.00,12.00,18.00,24.00,16.00
PBSP,Contraband,Heroin Seizure Events,,,,4.00,2.00,6.00,6.00,2.00,4.00,4.00
PBSP,Contraband,Marijuana Seizure Events,,,,,,,,,,2.00
PBSP,Contraband,Methamphetamine Seizure Events,,,,24.00,18.00,30.00,22.00,8.00,6.00,34.00
PBSP,Contraband,Quantity of Cellular Telephones Seized,,,,2.00,,8.00,,,,8.00
PBSP,Contraband,Quantity of Fentanyl Seized (grams with packaging),,,,,,34.00,,,,
PBSP,Contraband,Quantity of Fentanyl Seized (grams),,,,,9.00,65.00,144.20,674.40,894.20,152.20
PBSP,Contraband,Quantity of Heroin Seized (grams with packaging),,,,0.60,,8.00,,,,
PBSP,Contraband,Quantity of Heroin Seized (grams),,,,74.40,37.00,105.20,111.00,27.40,535.40,90.00
PBSP,Contraband,Quantity of Heroin Seized (number of strips),,,,,,,,,,
PBSP,Contraband,Quantity of Marijuana Seized (grams with packaging),,,,,,,,,,
PBSP,Contraband,Quantity of Marijuana Seized (grams),,,,,,,,,,66.00
PBSP,Contraband,Quantity of Marijuana Seized (number of strips),,,,,,,,,,
PBSP,Contraband,Quantity of Methamphetamine Seized (grams with packaging),,,,12.80,21.40,10.00,6.00,30.00,,128.80
PBSP,Contraband,Quantity of Methamphetamine Seized (grams),,,,633.00,238.80,510.82,735.20,131.40,106.00,745.00
PBSP,Contraband,Quantity of Methamphetamine Seized (number of strips),,,,,,,,,,
PBSP,Contraband,Quantity of Suboxone Seized (number of strips),,,,,,14.00,36.00,,,
PBSP,Contraband,Quantity of Synthetic Cannabinoid / Spice Seized (grams with packaging),,,,105.00,,,6.00,,,
PBSP,Incarcerated Persons Grievances and Appeals,Grievance Claims Reassigned,28.00,23.00,26.00,36.00,36.00,24.00,16.00,28.00,21.00,46.00
PBSP,Incarcerated Persons Grievances and Appeals,Grievance Claims Received,913.00,619.00,623.00,565.00,286.00,509.00,581.00,441.00,425.00,
PBSP,Incarcerated Persons Grievances and Appeals,Grievance Claims Redirected,109.00,150.00,98.00,86.00,46.00,84.00,96.00,73.00,53.00,44.00
PBSP,Incarcerated Persons Grievances and Appeals,Grievance Claims Rejected,109.00,111.00,81.00,67.00,54.00,84.00,80.00,75.00,66.00,99.00
PBSP,Incarcerated Persons Grievances and Appeals,Grievance Claims Staff Misconduct,50.00,15.00,24.00,33.00,30.00,43.00,18.00,15.00,24.00,19.00
PBSP,Incarcerated Persons Grievances and Appeals,Grievance Claims Time Expired,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PBSP,Lockdowns and Modified Programs,Incarcerated Persons-Days on Modified Programs,0.00,0.00,0.00,0.00,0.00,2.23,3.00,3.13,7.34,5.72
PBSP,Lockdowns and Modified Programs,Lockdowns,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.00,1.00,
PBSP,Number and Housing Level of Incarcerated Persons,Camps,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PBSP,Number and Housing Level of Incarcerated Persons,Condemned,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PBSP,Number and Housing Level of Incarcerated Persons,Level I,188.00,195.00,241.00,241.00,204.00,177.00,180.00,206.00,200.00,216.00
PBSP,Number and Housing Level of Incarcerated Persons,Level II,"1,325.00","1,311.00","1,284.00","1,206.00","1,177.00","1,131.00","1,132.00","1,111.00","1,074.00","1,074.00"
PBSP,Number and Housing Level of Incarcerated Persons,Level III,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PBSP,Number and Housing Level of Incarcerated Persons,Level IV,576.00,566.00,572.00,579.00,583.00,585.00,592.00,589.00,625.00,596.00
PBSP,Number and Housing Level of Incarcerated Persons,Level VI,,,,,,,,,,
PBSP,Number and Housing Level of Incarcerated Persons,Non Level - Specific Beds,162.00,139.00,98.00,128.00,165.00,127.00,126.00,112.00,106.00,13.00
PBSP,Number and Housing Level of Incarcerated Persons,Restricted Housing,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,107.00
PBSP,Number and Housing Level of Incarcerated Persons,Total Number of Incarcerated Persons,"2,251.00","2,211.00","2,195.00","2,154.00","2,129.00","2,020.00","2,030.00","2,018.00","2,005.00","2,006.00"
PBSP,Overtime Hours,Custody (Overtime),"14,918.17","12,943.76","11,816.02","10,443.83","8,605.59","8,987.45","6,110.02","8,348.97","11,147.05","9,103.50"
PBSP,Overtime Hours,Dental + Mental Health (Overtime),12.25,7.75,28.25,11.50,28.00,21.00,21.75,13.00,13.00,0.00
PBSP,Overtime Hours,Non-Custody (Overtime),906.25,"1,059.25","1,492.08",868.50,821.75,905.00,493.50,959.25,"1,116.25",953.50
PBSP,Overtime Hours,Total Overtime Hours,"15,836.67","14,010.76","13,336.35","11,323.83","9,455.34","9,913.45","6,625.27","9,321.22","12,276.30","10,057.00"
PBSP,Positions - Authorized and Vacant,Authorized,943.00,943.00,943.00,943.00,943.00,943.00,943.00,943.00,943.00,942.10
PBSP,Positions - Authorized and Vacant,Vacant,120.60,120.60,125.20,134.60,133.60,134.60,125.20,146.00,153.00,155.10
PBSP,Sick Leave Hours,Custody (Sick Leave),"4,660.00","4,341.75","4,056.00","4,066.24","4,151.50","3,853.00","2,435.75","3,563.75","4,257.00","3,752.00"
PBSP,Sick Leave Hours,Dental + Mental Health (Sick Leave),329.00,414.00,411.00,294.50,283.00,346.50,302.50,413.00,389.75,399.80
PBSP,Sick Leave Hours,Non-Custody (Sick Leave),"1,624.75","1,430.50","1,477.50","1,666.25","1,404.00","1,297.50","1,225.50","1,439.25","1,522.75","1,304.00"
PBSP,Sick Leave Hours,Total Sick Leave Hours,"6,613.75","6,186.25","5,944.50","6,026.99","5,838.50","5,497.00","3,963.75","5,416.00","6,169.50","5,458.80"
PBSP,Use of Force (UOF),Total UOF Incidents,17.00,25.00,11.00,13.00,22.00,40.00,29.00,35.00,21.00,32.00
PVSP,Cognitive Behavioral Intervention,Life Skills - Actual Enrollment,211.25,173.40,154.25,131.20,109.50,125.50,122.60,123.00,165.75,174.50
PVSP,Cognitive Behavioral Intervention,Life Skills - Operational Capacity,288.00,271.20,252.00,252.00,141.00,150.00,153.60,174.00,216.00,153.60
PVSP,Cognitive Behavioral Intervention,Outpatient - Actual Enrollment,202.00,218.00,258.25,314.20,304.25,289.75,309.80,296.25,302.75,352.25
PVSP,Cognitive Behavioral Intervention,Outpatient - Operational Capacity,223.50,264.60,324.00,377.80,383.25,370.50,400.00,453.00,458.25,400.00
PVSP,Contraband,Cellular Telephone Seizure Events,,,,12.00,36.00,18.00,8.00,28.00,28.00,18.00
PVSP,Contraband,Cocaine Seizure Events,,,,,2.00,2.00,,,,2.00
PVSP,Contraband,Controlled Medication Seizure Events,,,,,,,,1.00,,
PVSP,Contraband,Fentanyl Seizure Events,,,,2.00,,2.00,,2.00,2.00,2.00
PVSP,Contraband,Heroin Seizure Events,,,,4.00,2.00,4.00,,2.00,4.00,10.00
PVSP,Contraband,Marijuana Seizure Events,,,,,4.00,8.00,6.00,2.00,14.00,14.00
PVSP,Contraband,Methamphetamine Seizure Events,,,,6.00,6.00,14.00,4.00,6.00,8.00,6.00
PVSP,Contraband,Quantity of Cellular Telephones Seized,,,,12.00,38.00,18.00,8.00,38.00,28.00,18.00
PVSP,Contraband,Quantity of Cocaine Seized (grams with packaging),,,,,,0.30,,,,4.56
PVSP,Contraband,Quantity of Cocaine Seized (grams),,,,,37.04,,,,,
PVSP,Contraband,Quantity of Controlled Medication Seized (number of strips),,,,,,,,34.00,,
PVSP,Contraband,Quantity of Fentanyl Seized (grams with packaging),,,,,,28.00,,1.80,2.00,26.50
PVSP,Contraband,Quantity of Fentanyl Seized (grams),,,,8.92,,,,,,
PVSP,Contraband,Quantity of Heroin Seized (grams with packaging),,,,,,27.68,,6.00,179.46,15.30
PVSP,Fiscal,Institution Budget ($),"230,003,999.00","230,024,692.00","230,287,856.00","230,509,293.00","231,583,808.00","218,970,159.00","219,034,785.00","220,147,402.69","220,852,497.69","225,717,175.69"
PVSP,Incarcerated Persons Grievances and Appeals,Appeals Denied,15.00,17.00,12.00,14.00,21.00,9.00,5.00,17.00,16.00,
PVSP,Incarcerated Persons Grievances and Appeals,Appeals Granted,,3.00,3.00,4.00,3.00,5.00,1.00,1.00,5.00,
PVSP,Incarcerated Persons Grievances and Appeals,Appeals Received,25.00,35.00,18.00,28.00,35.00,36.00,15.00,31.00,40.00,
PVSP,Incarcerated Persons Grievances and Appeals,Appeals Time Expired,8.00,13.00,2.00,7.00,8.00,18.00,8.00,13.00,18.00,
PVSP,Incarcerated Persons Grievances and Appeals,Grievance Claims Denied,54.00,53.00,59.00,112.00,161.00,122.00,85.00,100.00,108.00,120.00
PVSP,Incarcerated Persons Grievances and Appeals,Grievance Claims Granted,61.00,40.00,59.00,72.00,59.00,52.00,31.00,34.00,32.00,37.00
PVSP,Incarcerated Persons Grievances and Appeals,Grievance Claims No Jurisdiction,3.00,1.00,10.00,4.00,5.00,3.00,3.00,5.00,2.00,13.00
PVSP,Incarcerated Persons Grievances and Appeals,Grievance Claims Reassigned,12.00,27.00,28.00,18.00,27.00,18.00,25.00,22.00,15.00,26.00
PVSP,Incarcerated Persons Grievances and Appeals,Grievance Claims Received,167.00,151.00,194.00,268.00,323.00,266.00,201.00,220.00,225.00,
PVSP,Incarcerated Persons Grievances and Appeals,Grievance Claims Redirected,22.00,7.00,18.00,20.00,21.00,40.00,23.00,20.00,28.00,33.00
PVSP,Incarcerated Persons Grievances and Appeals,Grievance Claims Rejected,22.00,15.00,17.00,30.00,40.00,40.00,31.00,32.00,35.00,47.00
PVSP,Incarcerated Persons Grievances and Appeals,Grievance Claims Staff Misconduct,8.00,8.00,3.00,12.00,10.00,11.00,3.00,7.00,5.00,8.00
PVSP,Incarcerated Persons Grievances and Appeals,Grievance Claims Time Expired,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PVSP,Lockdowns and Modified Programs,Incarcerated Persons-Days on Modified Programs,8.68,7.75,6.84,6.73,8.20,10.08,6.84,5.77,6.34,5.96
PVSP,Lockdowns and Modified Programs,Lockdowns,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
PVSP,Number and Housing Level of Incarcerated Persons,Camps,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PVSP,Number and Housing Level of Incarcerated Persons,Condemned,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PVSP,Number and Housing Level of Incarcerated Persons,Level I,135.00,183.00,241.00,269.00,230.00,210.00,216.00,187.00,164.00,173.00
PVSP,Number and Housing Level of Incarcerated Persons,Level II,0.00,494.00,656.00,752.00,795.00,810.00,781.00,721.00,741.00,814.00
PVSP,Number and Housing Level of Incarcerated Persons,Level III,"2,111.00","1,807.00","1,855.00","1,830.00","1,774.00","1,774.00","1,790.00","1,814.00","1,846.00","1,880.00"
PVSP,Number and Housing Level of Incarcerated Persons,Level IV,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PVSP,Number and Housing Level of Incarcerated Persons,Level VI,,,,,,,,,,
PVSP,Number and Housing Level of Incarcerated Persons,Non Level - Specific Beds,118.00,114.00,119.00,112.00,120.00,96.00,112.00,112.00,93.00,3.00
PVSP,Rehabilitative Programs,Career Technical Education - Operational Capacity,283.50,243.00,222.75,216.00,236.25,243.00,253.80,297.00,297.00,253.80
PVSP,Rehabilitative Programs,Cognitive Behavioral Intervention - Sex Offender - Actual Enrollment,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PVSP,Rehabilitative Programs,Cognitive Behavioral Intervention - Sex Offender - Operational Capacity,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PVSP,Rehabilitative Programs,Number of Associate Degrees,0.00,2.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00
PVSP,Rehabilitative Programs,Number of Bachelors Degrees,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PVSP,Rehabilitative Programs,Number of GED Certificates,1.00,4.00,3.00,7.00,3.00,3.00,16.00,9.00,11.00,14.00
PVSP,Rehabilitative Programs,Number of High School Diplomas,3.00,6.00,1.00,5.00,6.00,2.00,4.00,3.00,3.00,4.00
PVSP,Rehabilitative Programs,Number of Masters Degrees,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PVSP,Rehabilitative Programs,Transitions - Actual Enrollment,81.75,79.00,87.75,50.60,52.50,97.50,74.60,53.25,69.00,74.60
PVSP,Rehabilitative Programs,Transitions - Operational Capacity,108.00,108.00,94.50,54.00,54.00,108.00,86.40,58.50,72.00,86.40
PVSP,Sick Leave Hours,Custody (Sick Leave),"4,614.00","4,962.75","5,128.75","5,297.75","4,971.25","6,453.75","2,460.75","4,281.25","4,700.00","5,964.50"
PVSP,Sick Leave Hours,Dental + Mental Health (Sick Leave),238.25,429.25,350.00,286.50,498.50,436.75,448.25,343.25,341.50,349.50
PVSP,Sick Leave Hours,Non-Custody (Sick Leave),"1,625.24","1,906.25","1,909.25","1,344.50","1,152.50","1,524.25","1,989.75","1,583.50","1,425.25","1,622.00"
PVSP,Sick Leave Hours,Total Sick Leave Hours,"6,477.49","7,298.25","7,388.00","6,928.75","6,622.25","8,414.75","4,898.75","6,208.00","6,466.75","7,936.00"
PVSP,Use of Force (UOF),Total UOF Incidents,21.00,29.00,23.00,22.00,7.00,13.00,26.00,14.00,14.00,34.00
RJD,Cognitive Behavioral Intervention,Life Skills - Actual Enrollment,135.75,110.40,76.75,61.20,60.75,79.25,138.00,161.75,146.75,145.25
RJD,Cognitive Behavioral Intervention,Life Skills - Operational Capacity,143.00,110.80,79.75,79.75,80.00,124.00,184.60,192.00,195.00,184.60
RJD,Cognitive Behavioral Intervention,Outpatient - Actual Enrollment,86.50,119.60,129.00,136.60,141.25,157.00,196.80,190.50,224.75,240.25
RJD,Cognitive Behavioral Intervention,Outpatient - Operational Capacity,160.75,133.00,173.00,176.20,207.25,209.00,225.60,235.00,253.00,225.60
RJD,Contraband,Cellular Telephone Seizure Events,,,,6.00,20.00,10.00,16.00,10.00,14.00,18.00
RJD,Contraband,Cocaine Seizure Events,,,,2.00,,,,,,
RJD,Contraband,Commercial Ammunition,,,,,,,,,,
RJD,Contraband,Quantity of Suboxone Seized (grams with packaging),,,,,,,,,,
RJD,Contraband,Quantity of Suboxone Seized (number of strips),,,,12.00,8.00,66.00,90.00,8.00,,26.00
RJD,Contraband,Quantity of Synthetic Cannabinoid / Spice Seized (grams with packaging),,,,,,,2.00,0.20,,458.40
RJD,Contraband,Quantity of Synthetic Cannabinoid / Spice Seized (number of strips),,,,6.00,,10.00,252.00,8.00,28.00,20.00
RJD,Contraband,Quantity of Tobacco Seized (grams with packaging),,,,108.00,2.00,,,,"4,378.94",
RJD,Contraband,Suboxone Seizure Events,,,,4.00,4.00,20.00,6.00,6.00,,8.00
RJD,Contraband,Synthetic Cannabinoid / Spice Seizure Events,,,,2.00,,2.00,8.00,6.00,4.00,16.00
RJD,Contraband,Tobacco Seizure Events,,,,4.00,2.00,,,,4.00,
RJD,Fiscal,Actual Expenditures ($),"30,642,488.81","55,583,880.28","81,492,860.76","107,893,357.45","135,933,875.51","162,365,678.64","188,718,036.58","216,281,747.98","246,455,085.19","272,865,364.04"
RJD,Fiscal,Institution Budget ($),"322,781,152.00","322,811,301.00","323,021,577.00","324,890,054.00","326,119,415.00","316,203,678.00","316,296,157.00","317,467,126.00","315,282,934.00","325,625,667.00"
RJD,Incarcerated Persons Grievances and Appeals,Appeals Denied,165.00,114.00,116.00,137.00,121.00,114.00,104.00,89.00,79.00,
RJD,Incarcerated Persons Grievances and Appeals,Appeals Granted,42.00,27.00,37.00,39.00,29.00,37.00,48.00,27.00,40.00,
RJD,Incarcerated Persons Grievances and Appeals,Appeals Received,283.00,211.00,241.00,256.00,224.00,297.00,336.00,280.00,272.00,
RJD,Incarcerated Persons Grievances and Appeals,Appeals Time Expired,52.00,58.00,62.00,41.00,58.00,125.00,170.00,150.00,143.00,
RJD,Incarcerated Persons Grievances and Appeals,Grievance Claims Denied,689.00,616.00,530.00,618.00,462.00,734.00,764.00,573.00,687.00,722.00
RJD,Incarcerated Persons Grievances and Appeals,Grievance Claims Granted,269.00,238.00,200.00,247.00,223.00,253.00,194.00,131.00,147.00,195.00
RJD,Incarcerated Persons Grievances and Appeals,Grievance Claims No Jurisdiction,30.00,25.00,14.00,13.00,14.00,19.00,16.00,13.00,12.00,15.00
RJD,Incarcerated Persons Grievances and Appeals,Grievance Claims Reassigned,54.00,36.00,31.00,58.00,91.00,105.00,81.00,57.00,57.00,62.00
RJD,Incarcerated Persons Grievances and Appeals,Grievance Claims Received,"1,425.00","1,206.00","1,097.00","1,293.00","1,064.00","1,505.00","1,438.00","1,198.00","1,252.00",
RJD,Incarcerated Persons Grievances and Appeals,Grievance Claims Redirected,124.00,79.00,94.00,109.00,76.00,121.00,157.00,189.00,163.00,233.00
RJD,Incarcerated Persons Grievances and Appeals,Grievance Claims Rejected,124.00,101.00,120.00,135.00,111.00,121.00,166.00,167.00,130.00,186.00
RJD,Incarcerated Persons Grievances and Appeals,Grievance Claims Staff Misconduct,138.00,108.00,97.00,102.00,80.00,122.00,60.00,68.00,56.00,68.00
RJD,Number of Deaths,Suicide,,,,,,,1.00,,,
RJD,Number of Deaths,Unexpected,,,,,,1.00,,,,
RJD,Overtime Hours,Custody (Overtime),"24,488.41","27,386.85","29,751.88","24,276.39","14,686.85","25,090.51","18,299.65","20,092.55","30,714.24","18,154.50"
RJD,Overtime Hours,Dental + Mental Health (Overtime),"1,274.00",893.00,318.75,88.25,171.00,127.25,106.00,153.00,128.50,104.30
RJD,Overtime Hours,Non-Custody (Overtime),"3,701.48","3,512.75","3,839.75","3,258.25","2,882.00","3,332.00","4,227.25","3,971.25","4,883.75","3,537.50"
RJD,Overtime Hours,Total Overtime Hours,"29,463.89","31,792.60","33,910.38","27,622.89","17,739.85","28,549.76","22,632.90","24,216.80","35,726.49","21,796.20"
RJD,Positions - Authorized and Vacant,Authorized,"1,433.50","1,433.50","1,433.50","1,433.50","1,433.50","1,433.50","1,433.50","1,433.50","1,433.50","1,431.90"
RJD,Positions - Authorized and Vacant,Vacant,207.70,223.70,227.10,229.10,233.10,237.10,237.10,210.10,223.10,207.90
RJD,Rehabilitative Programs,Academic Education - Actual Enrollment,"1,205.75","1,540.80","1,643.25","1,540.40","1,545.00","1,442.00","1,597.80","1,895.25","1,918.75","1,597.80"
RJD,Rehabilitative Programs,Academic Education - Operational Capacity,"1,624.00","1,624.80","1,625.00","1,654.80","1,669.50","1,624.00","1,621.20","1,702.50","1,716.00","1,621.20"
RJD,Rehabilitative Programs,Career Technical Education - Actual Enrollment,159.75,159.60,159.25,160.00,161.25,158.25,160.00,161.00,161.25,160.00
RJD,Rehabilitative Programs,Career Technical Education - Operational Capacity,162.00,162.00,162.00,162.00,162.00,162.00,162.00,162.00,162.00,162.00
