month,group,institution,measure,value
Dec 2021,Staffing,CRC,Mental Health Vacancies (All),7%
Dec 2021,Staffing,CRC,Dental Vacancies (All),7%
Dec 2021,Staffing,CTF,Actual Vacancies (All),16%
Dec 2021,Staffing,CTF,Medical Vacancies (All),16%
Dec 2021,Staffing,CTF,Mental Health Vacancies (All),17%
Dec 2021,Staffing,CTF,Dental Vacancies (All),9%
Dec 2021,Staffing,CVSP,Actual Vacancies (All),16%
Dec 2021,Staffing,CVSP,Medical Vacancies (All),19%
Dec 2021,Staffing,CVSP,Mental Health Vacancies (All),21%
Dec 2021,Staffing,CVSP,Dental Vacancies (All),0%
Dec 2021,Staffing,FSP,Actual Vacancies (All),17%
Dec 2021,Staffing,FSP,Medical Vacancies (All),15%
Dec 2021,Staffing,FSP,Mental Health Vacancies (All),30%
Dec 2021,Staffing,FSP,Dental Vacancies (All),19%
Dec 2021,Staffing,HDSP,Actual Vacancies (All),30%
Dec 2021,Staffing,HDSP,Medical Vacancies (All),32%
Dec 2021,Staffing,HDSP,Mental Health Vacancies (All),39%
Dec 2021,Staffing,HDSP,Dental Vacancies (All),7%
Dec 2021,Staffing,ISP,Actual Vacancies (All),17%
Dec 2021,Staffing,ISP,Medical Vacancies (All),20%
Dec 2021,Staffing,ISP,Mental Health Vacancies (All),22%
Dec 2021,Staffing,ISP,Dental Vacancies (All),3%
Dec 2021,Staffing,KVSP,Actual Vacancies (All),15%
Dec 2021,Staffing,KVSP,Medical Vacancies (All),14%
Dec 2021,Staffing,KVSP,Mental Health Vacancies (All),27%
Dec 2021,Staffing,KVSP,Dental Vacancies (All),0%
Dec 2021,Staffing,LAC,Actual Vacancies (All),12%
Dec 2021,Staffing,LAC,Medical Vacancies (All),12%
Dec 2021,Staffing,LAC,Mental Health Vacancies (All),17%
Dec 2021,Staffing,LAC,Dental Vacancies (All),0%
Dec 2021,Staffing,MCSP,Actual Vacancies (All),18%
Dec 2021,Staffing,MCSP,Medical Vacancies (All),17%
Dec 2021,Staffing,MCSP,Mental Health Vacancies (All),21%
Dec 2021,Staffing,MCSP,Dental Vacancies (All),16%
Dec 2021,Staffing,NKSP,Actual Vacancies (All),22%
Dec 2021,Staffing,NKSP,Medical Vacancies (All),15%
Dec 2021,Staffing,NKSP,Mental Health Vacancies (All),45%
Dec 2021,Staffing,NKSP,Dental Vacancies (All),12%
Dec 2021,Staffing,PBSP,Actual Vacancies (All),30%
Dec 2021,Staffing,PBSP,Medical Vacancies (All),33%
Dec 2021,Staffing,PBSP,Mental Health Vacancies (All),25%
Dec 2021,Staffing,PBSP,Dental Vacancies (All),16%
Dec 2021,Staffing,PVSP,Actual Vacancies (All),11%
Dec 2021,Staffing,PVSP,Medical Vacancies (All),12%
Dec 2021,Staffing,PVSP,Mental Health Vacancies (All),25%
Dec 2021,Staffing,PVSP,Dental Vacancies (All),-7%
Dec 2021,Staffing,RJD,Actual Vacancies (All),13%
Dec 2021,Staffing,RJD,Medical Vacancies (All),11%
Dec 2021,Staffing,RJD,Mental Health Vacancies (All),19%
Dec 2021,Staffing,RJD,Dental Vacancies (All),0%
Dec 2021,Staffing,SAC,Actual Vacancies (All),22%
Dec 2021,Staffing,SAC,Medical Vacancies (All),23%
Dec 2021,Staffing,SAC,Mental Health Vacancies (All),21%
Dec 2021,Staffing,SAC,Dental Vacancies (All),9%
Dec 2021,Staffing,SATF,Actual Vacancies (All),12%
Dec 2021,Staffing,SATF,Medical Vacancies (All),10%
Dec 2021,Staffing,SATF,Mental Health Vacancies (All),21%
Dec 2021,Staffing,SATF,Dental Vacancies (All),-3%
Dec 2021,Staffing,SCC,Actual Vacancies (All),19%
Dec 2021,Staffing,SCC,Medical Vacancies (All),17%
Dec 2021,Staffing,SCC,Mental Health Vacancies (All),38%
Dec 2021,Staffing,SCC,Dental Vacancies (All),14%
Dec 2021,Staffing,SOL,Actual Vacancies (All),13%
Dec 2021,Staffing,SOL,Medical Vacancies (All),14%
Dec 2021,Staffing,SOL,Mental Health Vacancies (All),9%
Dec 2021,Staffing,SOL,Dental Vacancies (All),7%
Dec 2021,Staffing,SQ,Actual Vacancies (All),19%
Dec 2021,Staffing,SQ,Medical Vacancies (All),20%
Dec 2021,Staffing,SQ,Mental Health Vacancies (All),18%
Dec 2021,Staffing,SQ,Dental Vacancies (All),8%
Dec 2021,Staffing,SVSP,Actual Vacancies (All),63%
Dec 2021,Staffing,SVSP,Medical Vacancies (All),62%
Dec 2021,Staffing,SVSP,Mental Health Vacancies (All),75%
Dec 2021,Staffing,SVSP,Dental Vacancies (All),7%
Dec 2021,Staffing,VSP,Actual Vacancies (All),6%
Dec 2021,Staffing,VSP,Medical Vacancies (All),7%
Dec 2021,Staffing,VSP,Mental Health Vacancies (All),9%
Dec 2021,Staffing,VSP,Dental Vacancies (All),-8%
Dec 2021,Staffing,WSP,Actual Vacancies (All),17%
Dec 2021,Staffing,WSP,Medical Vacancies (All),10%
Dec 2021,Staffing,WSP,Mental Health Vacancies (All),41%
Dec 2021,Staffing,WSP,Dental Vacancies (All),12%
Nov 2021,Staffing,SW,Actual Vacancies (All),27%
Nov 2021,Staffing,SW,Medical Vacancies (All),27%
Nov 2021,Staffing,SW,Mental Health Vacancies (All),37%
Nov 2021,Staffing,SW,Dental Vacancies (All),6%
Nov 2021,Staffing,ASP,Actual Vacancies (All),10%
Nov 2021,Staffing,ASP,Medical Vacancies (All),10%
Nov 2021,Staffing,ASP,Mental Health Vacancies (All),16%
Nov 2021,Staffing,ASP,Dental Vacancies (All),8%
Nov 2021,Staffing,CAC,Actual Vacancies (All),9%
Nov 2021,Staffing,CAC,Medical Vacancies (All),10%
Nov 2021,Staffing,CAC,Mental Health Vacancies (All),0%
Nov 2021,Staffing,CAC,Dental Vacancies (All),0%
Nov 2021,Staffing,CAL,Actual Vacancies (All),9%
Nov 2021,Staffing,CAL,Medical Vacancies (All),10%
Nov 2021,Staffing,CAL,Mental Health Vacancies (All),18%
Nov 2021,Staffing,CAL,Dental Vacancies (All),-3%
Nov 2021,Staffing,CCC,Actual Vacancies (All),24%
Nov 2021,Staffing,CCC,Medical Vacancies (All),27%
Nov 2021,Staffing,CCC,Mental Health Vacancies (All),10%
Nov 2021,Staffing,CCC,Dental Vacancies (All),17%
Nov 2021,Staffing,CCI,Actual Vacancies (All),16%
Nov 2021,Staffing,CCI,Medical Vacancies (All),15%
Nov 2021,Staffing,CCI,Mental Health Vacancies (All),19%
Nov 2021,Staffing,CCI,Dental Vacancies (All),21%
Nov 2021,Staffing,CCWF,Actual Vacancies (All),14%
Nov 2021,Staffing,CCWF,Medical Vacancies (All),12%
Nov 2021,Staffing,CCWF,Mental Health Vacancies (All),25%
Nov 2021,Staffing,CCWF,Dental Vacancies (All),0%
Nov 2021,Staffing,CEN,Actual Vacancies (All),6%
Nov 2021,Staffing,CEN,Medical Vacancies (All),8%
Nov 2021,Staffing,CEN,Mental Health Vacancies (All),18%
Nov 2021,Staffing,CEN,Dental Vacancies (All),-9%
Nov 2021,Staffing,CHCF,Actual Vacancies (All),50%
Nov 2021,Staffing,CHCF,Medical Vacancies (All),46%
Nov 2021,Staffing,CHCF,Mental Health Vacancies (All),78%
Nov 2021,Staffing,CHCF,Dental Vacancies (All),11%
Nov 2021,Staffing,CIM,Actual Vacancies (All),6%
Nov 2021,Staffing,CIM,Medical Vacancies (All),6%
Nov 2021,Staffing,CIM,Mental Health Vacancies (All),7%
Nov 2021,Staffing,CIM,Dental Vacancies (All),-3%
Nov 2021,Staffing,CIW,Actual Vacancies (All),9%
Nov 2021,Staffing,CIW,Medical Vacancies (All),10%
Nov 2021,Staffing,CIW,Mental Health Vacancies (All),8%
Nov 2021,Staffing,CIW,Dental Vacancies (All),5%
Nov 2021,Staffing,CMC,Actual Vacancies (All),12%
Nov 2021,Staffing,CMC,Medical Vacancies (All),10%
Nov 2021,Staffing,CMC,Mental Health Vacancies (All),19%
Nov 2021,Staffing,CMC,Dental Vacancies (All),4%
Nov 2021,Staffing,CMF,Actual Vacancies (All),57%
Nov 2021,Staffing,CMF,Medical Vacancies (All),55%
Nov 2021,Staffing,CMF,Mental Health Vacancies (All),67%
Nov 2021,Staffing,CMF,Dental Vacancies (All),0%
Nov 2021,Staffing,COR,Actual Vacancies (All),15%
Nov 2021,Staffing,COR,Medical Vacancies (All),11%
Nov 2021,Staffing,COR,Mental Health Vacancies (All),34%
Nov 2021,Staffing,COR,Dental Vacancies (All),6%
Nov 2021,Staffing,CRC,Actual Vacancies (All),5%
Nov 2021,Staffing,CRC,Medical Vacancies (All),5%
Nov 2021,Staffing,CRC,Mental Health Vacancies (All),7%
Nov 2021,Staffing,CRC,Dental Vacancies (All),4%
Nov 2021,Staffing,CTF,Actual Vacancies (All),13%
Nov 2021,Staffing,CTF,Medical Vacancies (All),12%
Nov 2021,Staffing,CTF,Mental Health Vacancies (All),18%
Nov 2021,Staffing,CTF,Dental Vacancies (All),9%
Nov 2021,Staffing,CVSP,Actual Vacancies (All),16%
Nov 2021,Staffing,CVSP,Medical Vacancies (All),19%
Nov 2021,Staffing,CVSP,Mental Health Vacancies (All),21%
Nov 2021,Staffing,CVSP,Dental Vacancies (All),0%
Nov 2021,Staffing,FSP,Actual Vacancies (All),19%
Nov 2021,Staffing,FSP,Medical Vacancies (All),18%
Nov 2021,Staffing,FSP,Mental Health Vacancies (All),29%
Nov 2021,Staffing,FSP,Dental Vacancies (All),15%
Nov 2021,Staffing,HDSP,Actual Vacancies (All),29%
Nov 2021,Staffing,HDSP,Medical Vacancies (All),30%
Nov 2021,Staffing,HDSP,Mental Health Vacancies (All),39%
Nov 2021,Staffing,HDSP,Dental Vacancies (All),7%
Nov 2021,Staffing,ISP,Actual Vacancies (All),17%
Nov 2021,Staffing,ISP,Medical Vacancies (All),20%
Nov 2021,Staffing,ISP,Mental Health Vacancies (All),22%
Nov 2021,Staffing,ISP,Dental Vacancies (All),0%
Nov 2021,Staffing,KVSP,Actual Vacancies (All),14%
Nov 2021,Staffing,KVSP,Medical Vacancies (All),12%
Nov 2021,Staffing,KVSP,Mental Health Vacancies (All),27%
Nov 2021,Staffing,KVSP,Dental Vacancies (All),0%
Nov 2021,Staffing,LAC,Actual Vacancies (All),13%
Nov 2021,Staffing,LAC,Medical Vacancies (All),13%
Nov 2021,Staffing,LAC,Mental Health Vacancies (All),18%
Nov 2021,Staffing,LAC,Dental Vacancies (All),0%
Nov 2021,Staffing,MCSP,Actual Vacancies (All),17%
Nov 2021,Staffing,MCSP,Medical Vacancies (All),15%
Nov 2021,Staffing,MCSP,Mental Health Vacancies (All),19%
Nov 2021,Staffing,MCSP,Dental Vacancies (All),16%
Nov 2021,Staffing,NKSP,Actual Vacancies (All),21%
Nov 2021,Staffing,NKSP,Medical Vacancies (All),13%
Nov 2021,Staffing,NKSP,Mental Health Vacancies (All),48%
Nov 2021,Staffing,NKSP,Dental Vacancies (All),12%
Nov 2021,Staffing,PBSP,Actual Vacancies (All),30%
Nov 2021,Staffing,PBSP,Medical Vacancies (All),34%
Nov 2021,Staffing,PBSP,Mental Health Vacancies (All),21%
Nov 2021,Staffing,PBSP,Dental Vacancies (All),12%
Nov 2021,Staffing,PVSP,Actual Vacancies (All),15%
Nov 2021,Staffing,PVSP,Medical Vacancies (All),16%
Nov 2021,Staffing,PVSP,Mental Health Vacancies (All),29%
Nov 2021,Staffing,PVSP,Dental Vacancies (All),-7%
Nov 2021,Staffing,RJD,Actual Vacancies (All),12%
Nov 2021,Staffing,RJD,Medical Vacancies (All),11%
Nov 2021,Staffing,RJD,Mental Health Vacancies (All),16%
Nov 2021,Staffing,RJD,Dental Vacancies (All),3%
Nov 2021,Staffing,SAC,Actual Vacancies (All),21%
Nov 2021,Staffing,SAC,Medical Vacancies (All),22%
Nov 2021,Staffing,SAC,Mental Health Vacancies (All),21%
Nov 2021,Staffing,SAC,Dental Vacancies (All),5%
Nov 2021,Staffing,SATF,Actual Vacancies (All),12%
Nov 2021,Staffing,SATF,Medical Vacancies (All),10%
Nov 2021,Staffing,SATF,Mental Health Vacancies (All),21%
Nov 2021,Staffing,SATF,Dental Vacancies (All),-3%
Nov 2021,Staffing,SCC,Actual Vacancies (All),17%
Nov 2021,Staffing,SCC,Medical Vacancies (All),15%
Nov 2021,Staffing,SCC,Mental Health Vacancies (All),33%
Nov 2021,Staffing,SCC,Dental Vacancies (All),14%
Nov 2021,Staffing,SOL,Actual Vacancies (All),13%
Nov 2021,Staffing,SOL,Medical Vacancies (All),13%
Nov 2021,Staffing,SOL,Mental Health Vacancies (All),9%
Nov 2021,Staffing,SOL,Dental Vacancies (All),11%
Nov 2021,Staffing,SQ,Actual Vacancies (All),18%
Nov 2021,Staffing,SQ,Medical Vacancies (All),19%
Nov 2021,Staffing,SQ,Mental Health Vacancies (All),17%
Nov 2021,Staffing,SQ,Dental Vacancies (All),8%
Nov 2021,Staffing,SVSP,Actual Vacancies (All),63%
Nov 2021,Staffing,SVSP,Medical Vacancies (All),62%
Nov 2021,Staffing,SVSP,Mental Health Vacancies (All),74%
Nov 2021,Staffing,SVSP,Dental Vacancies (All),14%
Nov 2021,Staffing,VSP,Actual Vacancies (All),5%
Nov 2021,Staffing,VSP,Medical Vacancies (All),5%
Nov 2021,Staffing,VSP,Mental Health Vacancies (All),9%
Nov 2021,Staffing,VSP,Dental Vacancies (All),-8%
Nov 2021,Staffing,WSP,Actual Vacancies (All),17%
Nov 2021,Staffing,WSP,Medical Vacancies (All),9%
Nov 2021,Staffing,WSP,Mental Health Vacancies (All),43%
Nov 2021,Staffing,WSP,Dental Vacancies (All),15%
Oct 2021,Staffing,SW,Actual Vacancies (All),27%
Oct 2021,Staffing,SW,Medical Vacancies (All),26%
Oct 2021,Staffing,SW,Mental Health Vacancies (All),37%
Oct 2021,Staffing,SW,Dental Vacancies (All),6%
Oct 2021,Staffing,ASP,Actual Vacancies (All),8%
Oct 2021,Staffing,ASP,Medical Vacancies (All),8%
Oct 2021,Staffing,ASP,Mental Health Vacancies (All),15%
Oct 2021,Staffing,ASP,Dental Vacancies (All),5%
Oct 2021,Staffing,CAC,Actual Vacancies (All),7%
Oct 2021,Staffing,CAC,Medical Vacancies (All),8%
Oct 2021,Staffing,CAC,Mental Health Vacancies (All),0%
Oct 2021,Staffing,CAC,Dental Vacancies (All),0%
Oct 2021,Staffing,CAL,Actual Vacancies (All),8%
Oct 2021,Staffing,CAL,Medical Vacancies (All),8%
Oct 2021,Staffing,CAL,Mental Health Vacancies (All),18%
Oct 2021,Staffing,CAL,Dental Vacancies (All),0%
Oct 2021,Staffing,CCC,Actual Vacancies (All),26%
Oct 2021,Staffing,CCC,Medical Vacancies (All),29%
Oct 2021,Staffing,CCC,Mental Health Vacancies (All),10%
Oct 2021,Staffing,CCC,Dental Vacancies (All),17%
Oct 2021,Staffing,CCI,Actual Vacancies (All),16%
Oct 2021,Staffing,CCI,Medical Vacancies (All),16%
Oct 2021,Staffing,CCI,Mental Health Vacancies (All),17%
Oct 2021,Staffing,CCI,Dental Vacancies (All),15%
Oct 2021,Staffing,CCWF,Actual Vacancies (All),13%
Oct 2021,Staffing,CCWF,Medical Vacancies (All),11%
Oct 2021,Staffing,CCWF,Mental Health Vacancies (All),24%
Oct 2021,Staffing,CCWF,Dental Vacancies (All),-4%
Oct 2021,Staffing,CEN,Actual Vacancies (All),5%
Oct 2021,Staffing,CEN,Medical Vacancies (All),6%
Oct 2021,Staffing,CEN,Mental Health Vacancies (All),9%
Oct 2021,Staffing,CEN,Dental Vacancies (All),-2%
Oct 2021,Staffing,CHCF,Actual Vacancies (All),50%
Oct 2021,Staffing,CHCF,Medical Vacancies (All),46%
Oct 2021,Staffing,CHCF,Mental Health Vacancies (All),77%
Oct 2021,Staffing,CHCF,Dental Vacancies (All),11%
Oct 2021,Staffing,CIM,Actual Vacancies (All),6%
Oct 2021,Staffing,CIM,Medical Vacancies (All),6%
Oct 2021,Staffing,CIM,Mental Health Vacancies (All),9%
Oct 2021,Staffing,CIM,Dental Vacancies (All),-3%
Oct 2021,Staffing,CIW,Actual Vacancies (All),9%
Oct 2021,Staffing,CIW,Medical Vacancies (All),10%
Oct 2021,Staffing,CIW,Mental Health Vacancies (All),8%
Oct 2021,Staffing,CIW,Dental Vacancies (All),5%
Oct 2021,Staffing,CMC,Actual Vacancies (All),12%
Oct 2021,Staffing,CMC,Medical Vacancies (All),10%
Oct 2021,Staffing,CMC,Mental Health Vacancies (All),19%
Oct 2021,Staffing,CMC,Dental Vacancies (All),4%
Oct 2021,Staffing,CMF,Actual Vacancies (All),57%
Oct 2021,Staffing,CMF,Medical Vacancies (All),55%
Oct 2021,Staffing,CMF,Mental Health Vacancies (All),67%
Oct 2021,Staffing,CMF,Dental Vacancies (All),0%
Oct 2021,Staffing,COR,Actual Vacancies (All),15%
Oct 2021,Staffing,COR,Medical Vacancies (All),11%
Oct 2021,Staffing,COR,Mental Health Vacancies (All),35%
Oct 2021,Staffing,COR,Dental Vacancies (All),6%
Oct 2021,Staffing,CRC,Actual Vacancies (All),7%
Oct 2021,Staffing,CRC,Medical Vacancies (All),4%
Oct 2021,Staffing,CRC,Mental Health Vacancies (All),14%
Oct 2021,Staffing,CRC,Dental Vacancies (All),11%
Oct 2021,Staffing,CTF,Actual Vacancies (All),14%
Oct 2021,Staffing,CTF,Medical Vacancies (All),14%
Oct 2021,Staffing,CTF,Mental Health Vacancies (All),17%
Oct 2021,Staffing,CTF,Dental Vacancies (All),9%
Oct 2021,Staffing,CVSP,Actual Vacancies (All),16%
Oct 2021,Staffing,CVSP,Medical Vacancies (All),19%
Oct 2021,Staffing,CVSP,Mental Health Vacancies (All),16%
Oct 2021,Staffing,CVSP,Dental Vacancies (All),4%
Oct 2021,Staffing,FSP,Actual Vacancies (All),18%
Oct 2021,Staffing,FSP,Medical Vacancies (All),18%
Oct 2021,Staffing,FSP,Mental Health Vacancies (All),24%
Oct 2021,Staffing,FSP,Dental Vacancies (All),11%
Oct 2021,Staffing,HDSP,Actual Vacancies (All),28%
Oct 2021,Staffing,HDSP,Medical Vacancies (All),29%
Oct 2021,Staffing,HDSP,Mental Health Vacancies (All),39%
Oct 2021,Staffing,HDSP,Dental Vacancies (All),3%
Oct 2021,Staffing,ISP,Actual Vacancies (All),16%
Oct 2021,Staffing,ISP,Medical Vacancies (All),20%
Oct 2021,Staffing,ISP,Mental Health Vacancies (All),22%
Oct 2021,Staffing,ISP,Dental Vacancies (All),0%
Oct 2021,Staffing,KVSP,Actual Vacancies (All),14%
Oct 2021,Staffing,KVSP,Medical Vacancies (All),10%
Oct 2021,Staffing,KVSP,Mental Health Vacancies (All),30%
Oct 2021,Staffing,KVSP,Dental Vacancies (All),3%
Oct 2021,Staffing,LAC,Actual Vacancies (All),14%
Oct 2021,Staffing,LAC,Medical Vacancies (All),13%
Oct 2021,Staffing,LAC,Mental Health Vacancies (All),22%
Oct 2021,Staffing,LAC,Dental Vacancies (All),0%
Oct 2021,Staffing,MCSP,Actual Vacancies (All),16%
Oct 2021,Staffing,MCSP,Medical Vacancies (All),15%
Oct 2021,Staffing,MCSP,Mental Health Vacancies (All),19%
Oct 2021,Staffing,MCSP,Dental Vacancies (All),16%
Oct 2021,Staffing,NKSP,Actual Vacancies (All),20%
Oct 2021,Staffing,NKSP,Medical Vacancies (All),11%
Oct 2021,Staffing,NKSP,Mental Health Vacancies (All),48%
Oct 2021,Staffing,NKSP,Dental Vacancies (All),12%
Oct 2021,Staffing,PBSP,Actual Vacancies (All),29%
Oct 2021,Staffing,PBSP,Medical Vacancies (All),32%
Oct 2021,Staffing,PBSP,Mental Health Vacancies (All),25%
Oct 2021,Staffing,PBSP,Dental Vacancies (All),8%
Oct 2021,Staffing,PVSP,Actual Vacancies (All),16%
Oct 2021,Staffing,PVSP,Medical Vacancies (All),16%
Oct 2021,Staffing,PVSP,Mental Health Vacancies (All),32%
Oct 2021,Staffing,PVSP,Dental Vacancies (All),-4%
Oct 2021,Staffing,RJD,Actual Vacancies (All),10%
Oct 2021,Staffing,RJD,Medical Vacancies (All),10%
Oct 2021,Staffing,RJD,Mental Health Vacancies (All),13%
Oct 2021,Staffing,RJD,Dental Vacancies (All),3%
Oct 2021,Staffing,SAC,Actual Vacancies (All),20%
Oct 2021,Staffing,SAC,Medical Vacancies (All),21%
Oct 2021,Staffing,SAC,Mental Health Vacancies (All),19%
Oct 2021,Staffing,SAC,Dental Vacancies (All),0%
Oct 2021,Staffing,SATF,Actual Vacancies (All),12%
Oct 2021,Staffing,SATF,Medical Vacancies (All),9%
Oct 2021,Staffing,SATF,Mental Health Vacancies (All),20%
Oct 2021,Staffing,SATF,Dental Vacancies (All),5%
Oct 2021,Staffing,SCC,Actual Vacancies (All),15%
Oct 2021,Staffing,SCC,Medical Vacancies (All),15%
Oct 2021,Staffing,SCC,Mental Health Vacancies (All),29%
Oct 2021,Staffing,SCC,Dental Vacancies (All),7%
Oct 2021,Staffing,SOL,Actual Vacancies (All),13%
Oct 2021,Staffing,SOL,Medical Vacancies (All),15%
Oct 2021,Staffing,SOL,Mental Health Vacancies (All),9%
Oct 2021,Staffing,SOL,Dental Vacancies (All),7%
Oct 2021,Staffing,SQ,Actual Vacancies (All),17%
Oct 2021,Staffing,SQ,Medical Vacancies (All),18%
Oct 2021,Staffing,SQ,Mental Health Vacancies (All),17%
Oct 2021,Staffing,SQ,Dental Vacancies (All),8%
Oct 2021,Staffing,SVSP,Actual Vacancies (All),62%
Oct 2021,Staffing,SVSP,Medical Vacancies (All),61%
Oct 2021,Staffing,SVSP,Mental Health Vacancies (All),73%
Oct 2021,Staffing,SVSP,Dental Vacancies (All),14%
Oct 2021,Staffing,VSP,Actual Vacancies (All),4%
Oct 2021,Staffing,VSP,Medical Vacancies (All),4%
Oct 2021,Staffing,VSP,Mental Health Vacancies (All),5%
Oct 2021,Staffing,VSP,Dental Vacancies (All),-4%
Oct 2021,Staffing,WSP,Actual Vacancies (All),19%
Oct 2021,Staffing,WSP,Medical Vacancies (All),10%
Oct 2021,Staffing,WSP,Mental Health Vacancies (All),48%
Oct 2021,Staffing,WSP,Dental Vacancies (All),15%
Sep 2021,Staffing,SW,Actual Vacancies (All),27%
Sep 2021,Staffing,SW,Medical Vacancies (All),26%
Sep 2021,Staffing,SW,Mental Health Vacancies (All),37%
Sep 2021,Staffing,SW,Dental Vacancies (All),6%
Sep 2021,Staffing,ASP,Actual Vacancies (All),8%
Sep 2021,Staffing,ASP,Medical Vacancies (All),8%
Sep 2021,Staffing,ASP,Mental Health Vacancies (All),15%
Sep 2021,Staffing,ASP,Dental Vacancies (All),5%
Sep 2021,Staffing,CAC,Actual Vacancies (All),7%
Sep 2021,Staffing,CAC,Medical Vacancies (All),9%
Sep 2021,Staffing,CAC,Mental Health Vacancies (All),0%
Sep 2021,Staffing,CAC,Dental Vacancies (All),-6%
Sep 2021,Staffing,CAL,Actual Vacancies (All),8%
Sep 2021,Staffing,CAL,Medical Vacancies (All),8%
Sep 2021,Staffing,CAL,Mental Health Vacancies (All),27%
Sep 2021,Staffing,CAL,Dental Vacancies (All),0%
Sep 2021,Staffing,CCC,Actual Vacancies (All),24%
Sep 2021,Staffing,CCC,Medical Vacancies (All),27%
Sep 2021,Staffing,CCC,Mental Health Vacancies (All),10%
Sep 2021,Staffing,CCC,Dental Vacancies (All),17%
Sep 2021,Staffing,CCI,Actual Vacancies (All),15%
Sep 2021,Staffing,CCI,Medical Vacancies (All),16%
Sep 2021,Staffing,CCI,Mental Health Vacancies (All),11%
Sep 2021,Staffing,CCI,Dental Vacancies (All),12%
Sep 2021,Staffing,CCWF,Actual Vacancies (All),14%
Sep 2021,Staffing,CCWF,Medical Vacancies (All),12%
Sep 2021,Staffing,CCWF,Mental Health Vacancies (All),26%
Sep 2021,Staffing,CCWF,Dental Vacancies (All),-8%
Sep 2021,Staffing,CEN,Actual Vacancies (All),5%
Sep 2021,Staffing,CEN,Medical Vacancies (All),5%
Sep 2021,Staffing,CEN,Mental Health Vacancies (All),18%
Sep 2021,Staffing,CEN,Dental Vacancies (All),-2%
Sep 2021,Staffing,CHCF,Actual Vacancies (All),50%
Sep 2021,Staffing,CHCF,Medical Vacancies (All),46%
Sep 2021,Staffing,CHCF,Mental Health Vacancies (All),76%
Sep 2021,Staffing,CHCF,Dental Vacancies (All),6%
Sep 2021,Staffing,CIM,Actual Vacancies (All),5%
Sep 2021,Staffing,CIM,Medical Vacancies (All),4%
Sep 2021,Staffing,CIM,Mental Health Vacancies (All),12%
Sep 2021,Staffing,CIM,Dental Vacancies (All),-3%
Sep 2021,Staffing,CIW,Actual Vacancies (All),8%
Sep 2021,Staffing,CIW,Medical Vacancies (All),8%
Sep 2021,Staffing,CIW,Mental Health Vacancies (All),6%
Sep 2021,Staffing,CIW,Dental Vacancies (All),5%
Sep 2021,Staffing,CMC,Actual Vacancies (All),12%
Sep 2021,Staffing,CMC,Medical Vacancies (All),10%
Sep 2021,Staffing,CMC,Mental Health Vacancies (All),19%
Sep 2021,Staffing,CMC,Dental Vacancies (All),4%
Sep 2021,Staffing,CMF,Actual Vacancies (All),57%
Sep 2021,Staffing,CMF,Medical Vacancies (All),55%
Sep 2021,Staffing,CMF,Mental Health Vacancies (All),66%
Sep 2021,Staffing,CMF,Dental Vacancies (All),9%
Sep 2021,Staffing,COR,Actual Vacancies (All),17%
Sep 2021,Staffing,COR,Medical Vacancies (All),12%
Sep 2021,Staffing,COR,Mental Health Vacancies (All),37%
Sep 2021,Staffing,COR,Dental Vacancies (All),3%
Sep 2021,Staffing,CRC,Actual Vacancies (All),5%
Sep 2021,Staffing,CRC,Medical Vacancies (All),3%
Sep 2021,Staffing,CRC,Mental Health Vacancies (All),17%
Sep 2021,Staffing,CRC,Dental Vacancies (All),4%
Sep 2021,Staffing,CTF,Actual Vacancies (All),15%
Sep 2021,Staffing,CTF,Medical Vacancies (All),14%
Sep 2021,Staffing,CTF,Mental Health Vacancies (All),24%
Sep 2021,Staffing,CTF,Dental Vacancies (All),9%
Sep 2021,Staffing,CVSP,Actual Vacancies (All),17%
Sep 2021,Staffing,CVSP,Medical Vacancies (All),19%
